,subject_id,relation,object_id,question,subject_name,object_name,qid,topic_words,topic_words_names,golden_word,golden_word_name,word_score,type,type_name
837,/m/0bz3hh,/film/director/film,/m/03wcx7,Name a film directed by phil joanou,Phil Joanou,State of Grace,837,"[u'/m/09gb5xc', u'/m/0f9xq6', u'/m/068v1', u'/m/0n9m5tr', u'/m/0255kv', u'/m/04jkhpk', u'/m/06r96g', u'/m/03n66p', u'/m/0_szzby', u'/m/0k103s', u'/m/0bz3hh']","[u'Phil Lumpkin', u'Phil Russell', u'Phil Ochs', u'Phil Austin', u'Phil Gingrey', u'Phil Coke', u'Phil Soussan', u'Phil Keoghan', u'Phil Dwyer', u'Phil Victor', u'Phil Joanou']",/m/0bz3hh,Phil Joanou,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/05k5hzh,Music video director
838,/m/0_hp42k,/music/composition/composer,/m/0892sx,who was the composer of welcome,Welcome,Mark Ronson,838,"[u'/m/04yppfn', u'/m/0s9999', u'/m/05k5fjk', u'/m/04nshks', u'/m/07dmyk', u'/m/0h88w1l', u'/m/0f12v9t', u'/m/0twrhbr', u'/m/0w33ntp', u'/m/0mk73dj', u'/m/0_hp42k']","[u'Welcome', u'Welcome', u'Composer', u'Composer', u'WHO', u'Composer', u'Everywhere Was The Same', u'Murder Was the Case', u'Nothing Was the Same', u'Murder Was the Case', u'Welcome']",/m/0_hp42k,Welcome,"[0.571429, 0.571429, 0.571429, 0.571429, 0.571429, 0.571429, 0.392857, 0.392857, 0.392857, 0.392857, 2.0]",/m/02nmm_l,Composition
839,/m/04kj84f,/medicine/drug/legal_status,/m/01_7r6,what is the status for the drug verapamil hydrochloride,Verapamil Hydrochloride,Prescription drug,839,"[u'/m/0hqtr8g', u'/m/0hqrcyx', u'/m/0hqrb8j', u'/m/04kj7mm', u'/m/0hqyt05', u'/m/0jxmp7s', u'/m/04kd3h1', u'/m/0hqy4r6', u'/m/0hqx_pn', u'/m/0hqyrvx', u'/m/04kj84f']","[u'Verapamil hydrochloride 2.5 injectable solution', u'Verapamil hydrochloride 200 extended release capsule', u'Verapamil hydrochloride 240 extended release tablet', u'Trifluoperazine Hydrochloride', u'Conivaptan hydrochloride', u'Trimethoprim hydrochloride', u'Thioridazine Hydrochloride', u'Nalmefene hydrochloride', u'Bupropion hydrochloride', u'Ketamine hydrochloride', u'Verapamil Hydrochloride']",/m/04kj84f,Verapamil Hydrochloride,"[0.7, 0.666667, 0.666667, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/01xljvm,Drug
840,/m/0bt9_0,/medicine/drug/legal_status,/m/01_7r6,what type of medication is tirofiban,Tirofiban,Prescription drug,840,"[u'/m/0bt9_0', u'/m/04kf6l2', u'/m/0hqrsz2', u'/m/0hqrbh_']","[u'Tirofiban', u'Tirofiban Hydrochloride', u'Tirofiban hydrochloride 0.05 injectable solution', u'Tirofiban hydrochloride 0.005 injectable concentrate solution']",/m/0bt9_0,Tirofiban,"[2.0, 0.75, 0.6, 0.583333]",/m/01xljvm,Drug
841,/m/01lkvjh,/music/artist/label,/m/043g7l,Which music entertainment label is denny zeitlin under?,Denny Zeitlin,Sony Music Entertainment,841,"[u'/m/02qy9dh', u'/m/0pl31b6', u'/m/0bq7wn', u'/m/0f6rwf', u'/m/03h2c1k', u'/m/051vjh1', u'/m/03yk23d', u'/m/03vk45', u'/m/0w1rhz5', u'/m/05z0cnf', u'/m/01lkvjh']","[u'Denny McKnight', u'Denny Sachen', u'Denny Neagle', u'Harmar Denny', u'Damien Denny', u'Denny DeMarchi', u'Denny Williams', u'23257 Denny', u'Charles Denny', u'Glen Denny: Yosemite in the Sixties', u'Denny Zeitlin']",/m/01lkvjh,Denny Zeitlin,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.321429, 2.0]",/m/0kpv1m,Musical Artist
842,/m/02rpbt2,/music/album/release_type,/m/02lx2r,what is the release type of sir henry at rawlinson end?,Sir Henry at Rawlinson End,Album,842,"[u'/m/0gyx0xj', u'/m/01w2wc', u'/m/05pctfg', u'/m/03b720k', u'/m/04tvyyv', u'/m/03h3hpx', u'/m/0643ltw', u'/m/04mxy72', u'/m/0l8lq5c', u'/m/02qt0b', u'/m/02rpbt2']","[u""Sir Henry at N'didi\u2019s Kraal"", u'Sir Henry Willink, 1st Baronet', u'Henry Wilson', u'At Christmas', u'Rainbows End', u'Henry Nicoll', u'Henry Wolfe', u'Henry Nielsen', u'Henry Sherwood', u'Henry Woolf', u'Sir Henry at Rawlinson End']",/m/02rpbt2,Sir Henry at Rawlinson End,"[0.6, 0.366667, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 2.0]",/m/0kpv17,Musical Album
843,/m/04lbp3,/comic_books/comic_book_publisher/comic_book_series_published,/m/05l1w6,What is a comic book series that was published by drawn and quarterly,Drawn and Quarterly,Louis Riel,843,"[u'/m/0h1d_22', u'/m/0ch1tpc', u'/m/0x695n3', u'/m/0yj79pw', u'/m/014bqn', u'/m/0wyqzmx', u'/m/0dyk1wh', u'/m/01nybzk', u'/m/01g8jrg', u'/m/032b7nr', u'/m/04lbp3']","[u'And', u'And More', u'And More', u'Guys And Dolls', u'War and Peace', u'Hide and Seek', u'Dollar and Deed', u'Yarborough and People', u'Walking and Talking', u'Blood and Ashes', u'Drawn and Quarterly']",/m/04lbp3,Drawn and Quarterly,"[0.666667, 0.416667, 0.416667, 0.333333, 0.333333, 0.333333, 0.333333, 0.333333, 0.333333, 0.333333, 2.0]",/m/01xryxp,Publisher
844,/m/04jmq1k,/people/person/place_of_birth,/m/0fv4v,where was christian fabrice okoua born,Christian Fabrice Okoua,Ivory Coast,844,"[u'/m/07nwdsj', u'/m/0s9p7mn', u'/m/0k6y5_b', u'/m/09nbp_7', u'/m/0llpbv8', u'/m/023tzv7', u'/m/0h_5md3', u'/m/0y7_s9k', u'/m/0c4730q', u'/m/0b2hbhv', u'/m/04jmq1k']","[u'Christian', u'Christian', u'Christian', u'Christian', u'Christian', u'Christian', u'Christian', u'Christian', u'Christian', u'christian', u'Christian Fabrice Okoua']",/m/04jmq1k,Christian Fabrice Okoua,"[0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 2.0]",/m/01xljr7,Football player
845,/m/0g1zmz7,/music/release/track,/m/0fv8_sn,the patriot is from which album release ,The Patriot,The Patriot,845,"[u'/m/0gltv', u'/m/0c5jnlp', u'/m/0fv8_sn', u'/m/0393kkt', u'/m/01r1w99', u'/m/01zg6s', u'/m/0c95n8', u'/m/04w3z2l', u'/m/0281dr', u'/m/03fhg0b', u'/m/0g1zmz7']","[u'The Patriot', u'The patriot', u'The Patriot', u'Patriot', u'The Core', u'The Reagans', u'The Hireling', u'The Wormholers', u'The Miracles', u'The Blackening', u'The Patriot']",/m/0g1zmz7,The Patriot,"[1.58661, 1.000253, 1.000253, 0.75, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/01xlj26,Musical Release
846,/m/05zkp2v,/film/film/language,/m/06mp7,what language is the clergyman available in?,The Clergyman,Swedish Language,846,"[u'/m/04j1nvz', u'/m/0m37j_t', u'/m/05znlmg', u'/m/0gkr2fd', u'/m/0142r71', u'/m/0mdstgs', u'/m/0n7v9_g', u'/m/0lbknlx', u'/m/043mw2n', u'/m/0fsyx', u'/m/05zkp2v']","[u'The Honorable', u'The Game', u'The Pocket-knife', u'The Firefly', u'The Blob', u'The Blob', u'The Tourist', u'The Blob', u'The epochs', u'The Cure', u'The Clergyman']",/m/05zkp2v,The Clergyman,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/0jsg2m,Film
847,/m/0270sct,/people/person/religion,/m/04pk9,What religion is dick dearden?,Dick Dearden,Lutheranism,847,"[u'/m/0_305rj', u'/m/0k684f', u'/m/04tz_bd', u'/m/06nqyx', u'/m/071dhc', u'/m/03wfvcq', u'/m/0208pb', u'/m/02x5dwb', u'/m/0ljm6vn', u'/m/026cyyx', u'/m/0270sct']","[u'Dick Tracy', u'Douglas Dick', u'Moby Dick', u'Moby Dick', u'Dick Ackerman', u'Dick Garcia', u'Dick Grayson', u'Dick Norman', u'Dick Tracy', u'Dick Latessa', u'Dick Dearden']",/m/0270sct,Dick Dearden,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/02xlh55,Politician
848,/m/0lcd,/geography/mountain_range/passes,/m/05pvks,what is a mountain pass located in the alps,Alps,Col Agnel,848,"[u'/m/0wzh8s3', u'/m/048xh5q', u'/m/0fqzzg3', u'/m/0762pqp', u'/m/02r_f46', u'/m/0ghw_m1', u'/m/02cw1m', u'/m/01p6yx0', u'/m/08vmt4n', u'/m/05ddhy2', u'/m/0lcd']","[u'Alps', u'Alps', u'Alps', u'Alps', u'Napoleon Crossing the Alps', u'On the Sunny Side of the Alps', u'The Hollies', u'The Charms', u'The Cup', u'The Choice', u'Alps']",/m/0lcd,Alps,"[0.75, 0.75, 0.75, 0.75, 0.75, 0.642857, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/01xs039,Mountain range
849,/m/02l6nk,/music/group_member/instruments_played,/m/0l14qv,what electronic instrument does lyle mays play ,Lyle Mays,Synthesizer,849,"[u'/m/026stpr', u'/m/0b78yb', u'/m/0gx1pgc', u'/m/09045p', u'/m/0ght9y3', u'/m/026r4fh', u'/m/02x4jt_', u'/m/0b2l3z', u'/m/0crc_m1', u'/m/07k3wtc', u'/m/02l6nk']","[u'Derek Lyle', u'Lyle Sturgeon', u'Tristin Mays', u'Lyle Talbot', u'Peter Mays', u'Lyle Kessler', u'Lyle Bradley', u'Lee Mays', u'Lyle Judy', u'Alexander Gordon Lyle', u'Lyle Mays']",/m/02l6nk,Lyle Mays,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.416667, 2.0]",/m/0kpv1m,Musical Artist
850,/m/0h3swm0,/people/deceased_person/place_of_death,/m/0cr3d,where did evelyn kozak pass away,Evelyn Kozak,Brooklyn,850,"[u'/m/0488_y9', u'/m/0k2kz4n', u'/m/0v2_tds', u'/m/03d5zts', u'/m/01b8ks', u'/m/0kbgmrs', u'/m/0jt74j1', u'/m/0h5sg0t', u'/m/09gj00_', u'/m/0fq3q6', u'/m/0h3swm0']","[u'Evelyn, California', u'Evelyn Lawler', u'Evelyn Iliopoulos', u'Evelyn Venable', u'John Evelyn', u'Evelyn sharma', u'Evelyn Holt', u'Evelyn Krape', u'Evelyn Young', u'Evelyn Wrench', u'Evelyn Kozak']",/m/0h3swm0,Evelyn Kozak,"[0.75, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/022tfrk,Deceased Person
851,/m/02qvl7,/ice_hockey/hockey_position/players,/m/03cnj5t,which hockey players play defenceman (ice hockey),Defenseman,Dean Kolstad,851,[u'/m/02qvl7'],[u'Defenseman'],/m/02qvl7,Defenseman,[1.0],/m/029g_9y,Ice hockey position
852,/m/0n2r6v,/music/recording/artist,/m/01lq_nh,who is the artist of the recording stay?,Stay,Eternal,852,"[u'/m/0x9qc7', u'/m/0m6swtg', u'/m/0kv8t9k', u'/m/0dmy0r0', u'/m/0fd6x01', u'/m/01b6l_2', u'/m/0f95dm1', u'/m/0rssbrj', u'/m/0ykpln', u'/m/0dvt59p', u'/m/0n2r6v']","[u'Stay', u'Stay', u'Stay', u'Stay', u'Stay', u'Stay', u'Stay', u'Stay', u'Stay', u'Stay', u'Stay']",/m/0n2r6v,Stay,"[1.000028, 7e-06, 7e-06, 7e-06, 7e-06, 7e-06, 7e-06, 7e-06, 7e-06, 7e-06, 2.0]",/m/0kpv11,Musical Recording
853,/m/01rv844,/music/album/album_content_type,/m/0l14gg,what type of album is modern stone age melodies,Modern Stone Age Melodies,Soundtrack,853,"[u'/m/03q7ptm', u'/m/0smnpnk', u'/m/047nlpz', u'/m/02bjqd6', u'/m/02zklg', u'/m/020jvt', u'/m/09dv12', u'/m/0fdt_h', u'/m/015bkp', u'/m/06ssr42', u'/m/01rv844']","[None, u'Melodies', u'Back to the Stone Age', u'Rosetta Stone', u'Computer Modern', u'Modern Talking', u'Ormond Stone', u'Modern Dog', u'Lucy Stone', u'Gene Stone', u'Modern Stone Age Melodies']",/m/01rv844,Modern Stone Age Melodies,"[0.625, 0.625, 0.45, 0.375, 0.375, 0.375, 0.375, 0.375, 0.375, 0.375, 2.0]",/m/0kpyrl,Soundtrack
854,/m/04jhlnq,/common/topic/notable_types,/m/06xxlw7,Name a type of soft tissue disorder classification. ,Soft tissue disorder,ICD-9-CM Classification,854,"[u'/m/0crzncg', u'/m/01yxfs', u'/m/0fxtf8n', u'/m/02pj0_9', u'/m/034gkr', u'/m/04w3bhg', u'/m/03y_6qw', u'/m/015fcd', u'/m/0x49smq', u'/m/0gss5s', u'/m/04jhlnq']","[u'Disorder', u'Somatization disorder', u'Soft Reggae', u'NEC Soft', u'Attachment disorder', u'Soft focus', u'Soft Verge', u'Soft power', u'Soft Pack', u'Soft Matter', u'Soft tissue disorder']",/m/04jhlnq,Soft tissue disorder,"[0.666667, 0.416667, 0.416667, 0.416667, 0.416667, 0.416667, 0.416667, 0.416667, 0.416667, 0.416667, 2.0]",/m/06xxlw7,ICD-9-CM Classification
855,/m/03y74f9,/astronomy/orbital_relationship/orbits,/m/06m_p,around which celestial body does the 2503 liaoning asteroid moves around,2503 Liaoning,Sun,855,"[u'/m/03y74f9', u'/m/014ck4', u'/m/03px0f', u'/m/0404nqq', u'/m/03px5b', u'/m/064kth5', u'/m/03px2x', u'/m/041vwy', u'/m/06fjsn', u'/m/03px6c']","[u'2503 Liaoning', u'Liaoning', u'Liaoning University', u'Pailou, Liaoning', u'Liaoning Normal University', u'Liaoning Medical University', u'Liaoning Technical University', u'Haicheng, Liaoning', u'Chaoyang, Liaoning', u'Liaoning University of Petroleum and Chemical Technology']",/m/03y74f9,2503 Liaoning,"[2.0, 0.75, 0.5, 0.416667, 0.416667, 0.416667, 0.416667, 0.416667, 0.416667, 0.321429]",/m/021ynng,Asteroid
856,/m/02lx2r,/music/album_release_type/albums,/m/01k73km,Which album was released as an album?,Album,All the Pretty Little Horses,856,"[u'/m/0fbwy1p', u'/m/01mhr3s', u'/m/03xz2x_', u'/m/0h95_75', u'/m/03c36bn', u'/m/03g69pm', u'/m/03885sz', u'/m/07s3ygz', u'/m/0302kgc', u'/m/01hdgtt', u'/m/02lx2r']","[u'The Album', u'Album III', u'The Album', u'Blue Album', u'Hits Album', u'Russian Album', u'Album No.1', u'The Album', u'Blue Album', u'The Wall', u'Album']",/m/02lx2r,Album,"[0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.004334, 2.0]",,
857,/m/02fqwt,/time/time_zone/locations_in_this_time_zone,/m/0119t0,What is a city located within north american central time zone,Central Time Zone,Green Valley,857,"[u'/m/0hnb4_g', u'/m/01z1ph4', u'/m/01j6p1x', u'/m/0ryth__', u'/m/02lcrv', u'/m/0y499by', u'/m/0c9j2p', u'/m/0fs7jb', u'/m/0jy1pqp', u'/m/0dy7xw', u'/m/02fqwt']","[u'Time', u'Central', u'Time', u'Time', u'Alaska Time Zone', u'Colombia Time Zone', u'North American Post', u'North American cinema', u'Bras\xedlia Time Zone', u'Iran Time Zone', u'Central Time Zone']",/m/02fqwt,Central Time Zone,"[0.6, 0.6, 0.6, 0.6, 0.533333, 0.533333, 0.533333, 0.533333, 0.533333, 0.533333, 2.0]",/m/02nsj6r,Time Zone
858,/m/07gybh,/business/business_operation/industry,/m/03qh03g,what type of industry is neighbourhood cable,Neighbourhood Cable,Media,858,"[u'/m/07gybh', u'/m/010zwb', u'/m/03c5wz2', u'/m/0274nyp', u'/m/074py6', u'/m/0dlh2', u'/m/0332k7', u'/m/04ptrc', u'/m/03qtgd0', u'/m/05drnsl']","[u'Neighbourhood Cable', u'Cable', u'Barney Cable', u'Tom Cable', u'Patch cable', u'Category 5 cable', u'Cable & Deadpool', u'San Francisco cable car system', u'Cable and Other Pay Television Services', u'Bridge Hang; Uterus Skeeball; Cable Plate Walk']",/m/07gybh,Neighbourhood Cable,"[2.0, 0.75, 0.5, 0.5, 0.5, 0.416667, 0.416667, 0.35, 0.333333, 0.305556]",/m/02wh5_f,Defunct Organisation
859,/m/03vt4p,/tv/tv_program/program_creator,/m/03wh95l,Who created the program rescue me,Rescue Me,Peter Tolan,859,"[u'/m/03d0g27', u'/m/03z50bv', u'/m/01qlw0f', u'/m/0lckfhz', u'/m/0f9tks1', u'/m/0lwqqlz', u'/m/0xd1m7h', u'/m/0lxh12x', u'/m/07tgd2r', u'/m/0w219b', u'/m/03vt4p']","[u'Me', u'Me', u'Rescue Me (feat. Dannii Minogue)', u'Remember Me', u'Remember Me', u'Remember Me', u'Remember Me', u'Remember Me', u'Not Me', u'Remember Me', u'Rescue Me']",/m/03vt4p,Rescue Me,"[0.75, 0.75, 0.625, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/01xrzk0,TV Programme
860,/m/0n96z,/location/location/people_born_here,/m/02rlk5s,who is a director born in london borough of hackney,London Borough of Hackney,Metin Hüseyin,860,"[u'/m/0n9dn', u'/m/0my06q0', u'/m/0x82jdz', u'/m/01d2777', u'/m/0_f3t3v', u'/m/0fcnyzn', u'/m/0vw6hh', u'/m/0wgbbq1', u'/m/0mm9kkq', u'/m/0nltjw8', u'/m/0n96z']","[u'London Borough of Camden', u'London', u'London', u'London', u'London', u'London', u'London', u'London', u'London', u'London', u'London Borough of Hackney']",/m/0n96z,London Borough of Hackney,"[0.75, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 2.0]",/m/02_382p,London borough
861,/m/0s8xtdc,/music/composition/composer,/m/047sxrj,Who composed high school,High School,Nicki Minaj,861,"[u'/m/0gsr8c', u'/m/09f06x', u'/m/0415f4r', u'/m/0hgmwn_', u'/m/02gr2hk', u'/m/0b6mhf', u'/m/04p9b4j', u'/m/026lgjz', u'/m/027t2y4', u'/m/018w8', u'/m/0s8xtdc']","[u'Andrews High School', u'Shorecrest High School', u'Grants High School', u'Central High School', u'Valparaiso High School', u'Tuscarora High School', u'Dunbar High School', u'Salem High School', u'McComb High School', u'Basketball', u'High School']",/m/0s8xtdc,High School,"[0.833333, 0.833333, 0.833333, 0.833333, 0.833333, 0.833333, 0.833333, 0.833333, 0.833333, 0.003927, 2.0]",/m/02nmm_l,Composition
862,/m/05pxvkm,/book/written_work/subjects,/m/0466pc0,"what was written in more, now, again: a memoir of addiction","More, Now, Again: A Memoir of Addiction",Substance dependence,862,"[u'/m/0cmf1y_', u'/m/0f7sgv_', u'/m/0dw1jyj', u'/m/037k3_d', u'/m/039x4cd', u'/m/0rphln7', u'/m/04g1645', u'/m/0g0rj1', u'/m/02plx77', u'/m/03m4vwn', u'/m/05pxvkm']","[u'More', u'More', u'More', u'More', u'Now', u'A', u'Audition: A Memoir', u'Gypsy: A Memoir', u'Night, Again', u'Waiting: A Novel', u'More, Now, Again: A Memoir of Addiction']",/m/05pxvkm,"More, Now, Again: A Memoir of Addiction","[0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.525, 0.525, 0.433333, 0.35, 2.0]",/m/01xryvm,Book
863,/m/08zp9t,/music/engineer/releases_engineered,/m/03j758b,What is one song that josh abraham was engineer on?,Josh Abraham,Christ Illusion,863,"[u'/m/04wj02n', u'/m/08nbps9', u'/m/07rbtf', u'/m/0bh7m7z', u'/m/09z6fv6', u'/m/0bwsct8', u'/m/0f0fnt', u'/m/0c7w66c', u'/m/02vgv9', u'/m/03ngkz', u'/m/08zp9t']","[u'Abraham', u'Josh Heald', u'Josh Scobee', u'Josh Paul', u'Josh Greenbaum', u'Josh Paskowitz', u'Abraham Waligo', u'Abraham Lincoln', u'Abraham Kuenen', u'Josh Ritter', u'Josh Abraham']",/m/08zp9t,Josh Abraham,"[0.75, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/0kpynz,Record Producer
864,/m/0km2s4z,/music/release_track/release,/m/030cq75,Which release is the release track life goes on,Life Goes On,Bravo Hits 39 (disc 1),864,"[u'/m/0q8pgpb', u'/m/0132yx', u'/m/0m_8s0t', u'/m/0w29c7', u'/m/0f6gtwv', u'/m/0dntrxd', u'/m/0qdhjk6', u'/m/0vz3mcx', u'/m/0qdzvts', u'/m/0l019lm', u'/m/0km2s4z']","[u'Life Goes On', u'Dragon Ash', u'Life Goes On', u'Life Goes On', u'Life Goes On', u'Life Goes On', u'Life Goes On', None, u'Life Goes On', u'Life Goes On', u'Life Goes On']",/m/0km2s4z,Life Goes On,"[1.000144, 0.021332, 0.000144, 0.000144, 0.000144, 0.000144, 0.000144, 0.000144, 0.000144, 0.000144, 2.0]",,
865,/m/02nzb8,/soccer/football_position/players,/m/02z2_6w,who plays a midfielder position in football,Midfielder,Mark Chamberlain,865,"[u'/m/02nzb8', u'/m/0k9ww39', u'/m/0z03q0_', u'/m/02vx4']","[u'Midfielder', u'Midfielder', u'Midfielder', u'Soccer']",/m/02nzb8,Midfielder,"[1.983856, 1.000002, 1.0, 0.00371]",/m/02h7rpk,Football Position
866,/m/02114t,/people/person/languages,/m/02h40lc,what language does scarlett johansson speak,Scarlett Johansson,English Language,866,"[u'/m/02klf6f', u'/m/06q704', u'/m/0byskx9', u'/m/0nfwlhn', u'/m/042cy4', u'/m/0v0vgs7', u'/m/0l3s58z', u'/m/026_wzr', u'/m/0jvqlgj', u'/m/026yldn', u'/m/02114t']","[u'Karsten Johansson', u'Adam Johansson', u'Carina Johansson', u'Scarlett Sperduto', u'Olof Johansson', u'Jimmy Johansson', u'Robert Johansson', u'Scarlett Thomas', u'Scarlett Teresa White', u'Frida Johansson Metso', u'Scarlett Johansson']",/m/02114t,Scarlett Johansson,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.416667, 0.416667, 2.0]",/m/02_7frv,Celebrity
867,/m/05lcwc,/people/person/profession,/m/05vyk,What is the profession of friedrich kalkbrenner,Friedrich Kalkbrenner,Pianist,867,"[u'/m/0bmfg8t', u'/m/04n3r3f', u'/m/0gwzf6v', u'/m/02ky9m', u'/m/01h95_', u'/m/03yn0b5', u'/m/043njff', u'/m/06zljp2', u'/m/0bhcgn0', u'/m/0542l4', u'/m/05lcwc']","[u'Friedrich Herrlein', u'Friedrich Schauta', u'Friedrich Hohe', u'Friedrich Amelung', u'Friedrich Miescher', u'Friedrich Heeren', u'Friedrich Emich', u'Friedrich Bohl', u'Friedrich Middelhauve', u'J\xf6rg Friedrich', u'Friedrich Kalkbrenner']",/m/05lcwc,Friedrich Kalkbrenner,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/0kpysb,Composer
868,/m/0crynnk,/film/film/language,/m/06nm1,what language was sagrado corazón filmed in?,Sagrado Corazón,Spanish Language,868,"[u'/m/04vmvy', u'/m/01kp6z1', u'/m/0q3zgv5', u'/m/0crwxyl', u'/m/028608m', u'/m/0bctbd', u'/m/0ch2c5q', u'/m/038_wqj', u'/m/03gvt2x', u'/m/0h72k1', u'/m/0crynnk']","[u'Coraz\xf3n', u'El coraz\xf3n', u'Pobre Coraz\xf3n', u'Coraz\xf3n de Bomb\xf3n', u'Coraz\xf3n de criolla', u'No te enga\xf1es coraz\xf3n', u'Anclado En Mi Coraz\xf3n', u'Un soplo en el coraz\xf3n', u'Colegio del Sagrado Corazon de Jesus', u'Memo Rex Commander y el Coraz\xf3n At\xf3mico de la V\xeda L\xe1ctea', u'Sagrado Coraz\xf3n']",/m/0crynnk,Sagrado Corazón,"[0.75, 0.5, 0.5, 0.416667, 0.416667, 0.375, 0.375, 0.35, 0.333333, 0.295455, 2.0]",/m/0jsg2m,Film
869,/m/0kyrbxy,/cvg/game_version/developer,/m/04kqk,who developed loom?,Loom,LucasArts,869,"[u'/m/0cl71', u'/m/0kwz6', u'/m/05f_x0', u'/m/02hl_lx', u'/m/0kymnq2', u'/m/02hmczd', u'/m/02lpl9', u'/m/044cx', u'/m/03lz4d', u'/m/046vtxj', u'/m/0kyrbxy']","[u'Loom', u'Loom', u'LOOM', u'LOOM', u'Loom', u'LOOM', u'Power loom', u'Jacquard loom', u'Fruit of the Loom', u'Lydia at the Tapestry Loom', u'Loom']",/m/0kyrbxy,Loom,"[1.507873, 1.439105, 1.002828, 1.00005, 1.00005, 1.00005, 0.75, 0.75, 0.625, 0.6, 2.0]",/m/02hk9z5,Video Game Version
870,/m/0498y,/location/location/contains,/m/0493rnc,Name a city in kentucky.,Kentucky,Cordell,870,"[u'/m/049nd43', u'/m/0skw25j', u'/m/0l7y6t1', u'/m/0rs_96w', u'/m/0n79hsv', u'/m/0mrhxlj', u'/m/04ygyrm', u'/m/0mrgyc3', u'/m/0mpx7tg', u'/m/0sqp_s', u'/m/0498y']","[u'Kentucky', u'Kentucky', u'Kentucky', u'Kentucky', u'Kentucky', u'Kentucky', u'Kentucky', u'Kentucky', u'Kentucky', u'Kentucky', u'Kentucky']",/m/0498y,Kentucky,"[0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 2.0]",/m/0kpys4,US State
871,/m/023tnls,/music/recording/artist,/m/028q6,who is the artist that recorded audrey,Audrey,Dave Brubeck,871,"[u'/m/0fq0nvp', u'/m/0h170gx', u'/m/06w1zh', u'/m/0wjdjh3', u'/m/03qnccw', u'/m/06bmyw', u'/m/0h01x1', u'/m/0j49hy8', u'/m/0c9n5x3', u'/m/09cxl3', u'/m/023tnls']","[u'Audrey Sylvain', u'Audrey Dummett', u'Audrey Long', u'Audrey Smith', u'Audrey Marrs', u'Audrey Dalton', u'Audrey Pheffer', u'Audrey Giacomini', u'Audrey Hepburn', u'Little Shop of Horrors', u'Audrey']",/m/023tnls,Audrey,"[0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.010765, 2.0]",/m/0kpv11,Musical Recording
872,/m/03qp7t8,/geography/mountain/mountain_range,/m/0lcd,to what mountain range does stol belong,Stol,Alps,872,"[u'/m/03qp7t8', u'/m/0ds0mkk', u'/m/04bcr3', u'/m/04bh7b', u'/m/0cvnqh', u'/m/01lx9b', u'/m/06qqb']","[u'Stol', u'Stol', u'Table', u'Stollen', u'Bench', u'Adit', u'Steel']",/m/03qp7t8,Stol,"[1.00225, 1.001575, 0.029024, 0.004837, 0.0018, 0.001575, 0.001012]",/m/01xs033,Mountain
873,/m/04vbb2s,/book/book_edition/publisher,/m/01x4cg,who is the published of sister carrie,Sister Carrie,Doubleday,873,"[u'/m/05d32nc', u'/m/04vbb7p', u'/m/066pvj', u'/m/01931f', u'/m/0bttl9', u'/m/05mvwl', u'/m/0vvh_v7', u'/m/07lb30s', u'/m/033nj5q', u'/m/0c0vvt', u'/m/04vbb2s']","[u'Carrie', u'Sister Carrie (Thrift Edition)', u'Sister Kate', u'Sister Kenny', u'Carrie Grant', u'Little Sister', u'Carrie Boren', u'Twisted Sister', u'Twisted Sister', u'Carrie Enwright', u'Sister Carrie']",/m/04vbb2s,Sister Carrie,"[0.75, 0.666923, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/01xryw5,Book Edition
